needs	s-	Run any blocks (in order found) with a title starting with s	'(std-library) needs\n	This is the most common way to load a set of blocks. You pass in an identifier (the first word, separated by whitespace, in the title line). Any matching blocks are then located and loaded.\n\nIf you are editing a block, `save` it first. The block buffer (`block:buffer`) is reused when loading blocks, so any changes you have made to your current one will be lost if not first saved.\n\nBlocks can not use this to load other blocks.\n	use using\n
new	-	Erase the contents of the current block	new\n		
next	-	Switch to and load next block	next\n		prev set load\n
nip	xy-y	Discard second item on stack	(will_display_3_then_1)\n#1 #2 #3 nip n:put sp n:put\n		drop drop-pair\n
nl	-	Display a newline	'hello s:put tab 'world s:put nl\n		sp tab\n
not	n-n	Perform a logical NOT operation	#1 #2 eq? not [ 'no_match s:put nl ] if\n		and or xor\n
or	nn-n	Perform a bitwise OR	#1 #2 eq? #1 #2 lt? or [ 'a_condition_met s:put nl ] if\n		and xor not\n
over	nm-nmn	Put a copy of NOS on top of stack	#2 #3 [ over n:put nl ] times nl\n	This is the same as  `&dup dip swap` or `push dup pop swap`.\n	tuck swap\n
pop	-n	Move top value on address stack to data stack	#33 [ push #3 #4 pop ] call #3 [ n:put tab ] times nl\n		dip sip push\n
prelude	-	Load & run blocks 1 & 2 if they appear to be code. Called by default `startup`.	prelude\n	`prelude` checks blocks 1 & 2 to see if they start with a `(` character. If so, it runs the contents of the blocks as code. This is called by the default `startup`.\n	startup\n
prev	-	Switch to and load previous block	prev list\n		next set load\n
process-data	n-?	Internal. If compiling, compile value as a literal into the word. If interpreting, leave on the stack	(used_internally)\n		
push	n-	Move TOS to the address stack	#33 [ push #3 #4 pop ] call #3 [ n:put tab ] times nl\n	Use of `push` must be paired with `pop`. You can not reliably use this to obtain return addresses due to the use of direct threaded code sequences and the address interpreter.\n	dip sip pop\n
restart	-	Reload the image and empty stacks	restart\n		
rom:save	-	Save the current memory to disk (ilo.rom)	rom:save\n	If your ilo system supports it, this will dump the system memory (but not stacks or registers) to a physical medium for later use. This might be an image file ("ilo.rom"), physical flash media, disk, or whatever the underlying hardware best supports.\n	
rot	xyz-yzx	Rotate the top three values	#1 #2 #3 rot n:put tab n:put tab n:put nl\n		over tuck swap push pop dip sip\n
run	-	Run code in the currently loaded block	run\n		
s:append	ss-s	Append s2 to s1, returning new temporary string	'hello_ 'world! s:append s:put nl\n		s:prepend\n
s:behead	s-s	Remove first item from a string	'hello_world s:behead s:put nl\n	New string is allocated in the temporary pool.\n	s:chop\n
s:chop	s-s	Remove last item from a string	'hello_world s:chop s:put nl\n	New string is allocated in the temporary pool.\n	s:behead\n
s:contains?	sc-f	True if string contains c. False otherwise	'help!_I_lost_a_character. $z s:contains? n:put nl (0)\n'help!_I_lost_a_character. $a s:contains? n:put nl (-1)\n		
s:copy	sd-	Copy string s to memory at d	'Target d:create #100 allot\n'hello &Target s:copy\n		
s:dup	s-s	Make a copy of string	'Test_string s:dup\n		s:temp s:keep\n
s:eq?	ss-f	Compare two strings for equality	'hello_world! 'different_string s:eq? n:put nl\n'hello_world! 'hello_world s:eq? n:put nl\n		s:-eq?\n
s:-eq?	ss-f	Compare two strings for inequality	'hello_world! 'different_string s:-eq? n:put nl\n'hello_world! 'hello_world s:-eq? n:put nl\n		s:eq?\n
s:evaluate	s-?	Interpret each token in a string	'#100_#200_n:add_n:put_nl s:evaluate\n		interpret\n
s:fetch	sn-c	Return character at index n in the string	'hello_world! #4 s:fetch c:put\n		s:store s:th\n
s:filter	sp-s	Run p once for each value in s If it returns true, copy value new string	'HeLlO_WoRlD! [ c:upper? ] s:filter s:put nl\n		
s:first	s-c	Return the first character in a string	'hello_world! s:first c:put nl\n		s:last\n
s:for-each	sp-	Run p once for each character in s. Pushes each character to the stack before calling p	:s:put [ c:put ] s:for-each ;\n		
s:get/line	'-s	Read a line of input until enter is encountered. Return input as string	:input (s-s) s:put sp s:get/line s:temp ;\n'Enter_your_name: input\n		s:get/token\n
s:get/token	-s	Read a string from the keyboard ending when a whitespace is encountered	:input (s-n) s:put sp s:get/token s:to-n ;\n'Enter_your_age: input\n		s:get/line\n
s:hash	s-n	Return the hash of the string	'hello_world s:hash\n		
s:index/c	sc-f	True if string contains c, false otherwise	'hello_world $e s:index/c n:put nl\n		
s:keep	s-s	Move string to here, allocating space and returning a pointer	'banana_bread_is_good s:keep\n		s:temp\n
s:last	s-c	Return the last character in a string	'hello a:last c:put\n		s:last\n
s:left	sn-s	Return left n characters of string	'banana_bread_is_good #6 s:left\n	New string is allocated in the temporary pool.\n	s:right s:middle\n
s:length	s-n	Return the length of a string	'banana_bread_is_good s:length\n		
s:map	sp-s	Run p once for each value in the string. Takes the returned value and creates a new string	:make-uppercase [ c:to-upper ] s:map ;\n'banana_bread_is_good make-uppercase s:put nl\n		
s:middle	sfl-s	Return substring from f to l, inclusive	(01234567890123456789)\n'banana_bread_is_good\n(_______^____________) #7 (starting_point)\n(___________^________) #5 (length)\ns:middle s:put ("bread")\n		s:left s:right\n
s:prepend	ss-s	Create a new string with the contents of s2 followed by s1	'world! 'hello_ s:prepend s:put nl\n		s:append\n
s:put	s-	Display a string	'banana_bread_is_good s:put nl\n		
s:reverse	s-s	Reverse the order of values in the string. Returns a pointer to the new string	'banana_bread_is_good s:reverse\n		
s:rewrite	s-s	Replace underscores in string with spaces	'abcdef s:rewrite\n		
s:right	sn-s	Return right n characters of string	'banana_bread_is_good #4 s:right\n	New string is allocated in the temporary pool.\n	s:left s:middle\n
s:store	csn-	Store character into string at index n	$H 'hello_world [ #0 s:store ] sip s:put nl\n		s:fetch s:th\n
s:temp	s-s	Put a copy of a string in the temporary buffers. Return a pointer to it	'hello_world s:temp\n		s:keep\n
s:th	sn-a	Given a string and index, return the address	'hello_reader! #6 s:th\n(______^________return_address_of_character_at_offset_6)\n(0123456789...)\n\n(and_display_it: fetch c:put\n		s:fetch s:store\n
s:to-lower	s-s	Make all characters in string lowercase	'Mixed_CASE_To_LowerCase s:to-lower\n		s:to-upper\n
s:to-n	s-n	Convert a string to a number	'341 s:to-n n:inc n:put nl\n'-33 s:to-n n:put nl\n	Conversion to numbers only supports decimal (base 10) numbers. If negative, the negative sign (-) should be the first character in the string.\n	n:to-s\n
s:to-upper	s-s	Make all characters in a string uppercase	'Mixed_CASE_To_uPPerCase s:to-upper\n		s:to-lower\n
s:trim	s-s	Trim both leading and trailing whitespace from a string	'___hello_world_!___ s:trim s:put '| s:put nl\n		s:trim-right s:trim-left\n
s:trim-right	s-s	Trim trailing whitespace from a string	'___hello_world_!___ s:trim-right s:put '| s:put nl\n		s:trim s:trim-left\n
s:trim-left	s-s	Trim leading whitespace from a string	'___hello_world_!___ s:trim-left s:put '| s:put nl\n		s:trim s:trim-right\n
shift-left	nn-n	Shift n1 left by n2 bits	#1793 #8 shift-left n:put\n		
shift-right	nn-n	Shift n1 right by n2 bits	#1793 #8 shift-right n:put\n		
sigil:(	-	Sigil. Token is a comment	(comments_are_ignored)\n		
sigil:#	s-n	Sigil. Token is a number	#-190 n:put\n#100 #200 n:add n:put\n		
sigil:&	s-a	Sigil. Token is a named pointer	&bye call\n		
sigil:'	s-s	Sigil. Token is a string.	'hello!\n'underscores_are_replaced_with_spaces!\n		
sigil::	s-	Sigil. Token is name of a new word to define	:test (s-) s:put nl ;\n		Compiler compiling? d:create ;\n
sigil:$	s-c	Sigil. Return first character of token	$9 c:put\n		
sigil:get	c-p	Return the address of a sigil handler for character c	$@ sigil:get n:put (address_of_sigil:@)\n		
sigil:set	pc-	Assign word at address to the sigil handler for character c	:sigil:. s:rewrite compiling?\n  [ s:keep &s:put compile:call ] [ s:put ] choose  ;\n\n&sigil:. $. sigil:set\n.Hello_World!\n		
sigil:@	s-n	Sigil. Use to fetch value from a named variable	@Free n:put\n		
sigil:!	ns-	Sigil. Use to store value into a named variable	'Data var\n\n#456 !Data\n		
sigil:\	as-	Sigil. Bind name s to function a	[ 'hello! s:put nl ] \hello\n	If making an alias to another word this is preferable to wrapping the word in a colon definition. Use of the `\` sigil will result in only a header being created, with no additional wrapper code.\n	
sip	np-n	Push a copy of n to address then call p. Afterwards, restore to the data stack	#100 [ n:put nl ] sip n:put nl\n	This is the same as doing:\n\ndup push ... pop\n\nIn general use of `sip` is preferable as it ensures the stack stays balanced. You may wish to use the above form if the logic leading up to the duplicated value would be clearer, or if you need to save some space (the dup/push/pop form saves three cells over using a quotation and sip).\n	dip dup push pop\n
save	-	Save the current block	save\n	Writes `block:buffer` to block (number taken from `Block`)\n	set load block:load block:save block:buffer\n
set	n-	Set Block to n. Does not load or save the block	#45 set load list\n	Assigns `Block` to the provided number.\n	
sp	-	Display a space	'hello s:put sp 'world s:put nl\n\n:spaces (n-) &sp times ;\n		nl tab\n
startup	-	Called on startup to prepare the system. You can replace this to have ilo start your application	startup\n	Konilo searches for this word when starting. If found, it is then run. If redefined, only the most recently created `startup` word will be run.\n	prelude\n
store	na-	Store n into address a	'data var\n\n#102 &data store\n		store-next\n
store-next	na-a	Store n int address a, return address a + 1	'data d:create #4 allot\n\n#102 #103 #104 #3 &data n:inc store-next store-next store\n&data [ n:put sp ] a:for-each nl\n		store\n
swap	xy-yx	Exchange the top two stack items	#1 #2 n:put tab n:put nl\n#1 #2 swap n:put tab n:put nl\n		over tuck rot push pop dip sip\n
sys:buffers/block	-	Data. Points to the start of the block buffer.			
sys:buffers/loops	-	Data. Holds loop indices.			
sys:buffers/numeric-conversion	-	Data. Used by s:to-n.			
sys:buffers/scope	-	Data. Holds dictionary pointers for {{ ---reveal--- }}			
sys:buffers/needs	-	Data. Used by needs			
sys:buffers/reserved	-	Data. Reserved for future use.			
sys:buffers/strings+arrays	-	Data. Start of the temporary string & array pool.			
sys:buffers/input	-	Data. Holds the current input token.			
sys:info	-	Display system information.	sys:info\n	The default `list` word for displaying the blocks looks up and runs this word to display the status line below the block. You can define a new status display word with the same name to override the default.\n	list list* list# e:Display\n
tab	-	Display a tab	'hello s:put tab 'world s:put nl\n		sp nl\n
times	np-	For n iterations, execute p	#10 [ $. c:put ] times nl\n		I J K forever indexed-times while until\n
titles	-	Display the block title lines. The output is paginated every 16 lines	titles\n	The titles listing adds a break after each 16 titles. Blocks must have a non-space character as the first character in the title line (the first line) to be included in the listing.\n	
tri	xppp-?	Apply p1 against x, then p2 against a copy of x, and finally p3 against another copy of x	#1 [ #10 n:mul ] [ #20 n:mul ] [ #30 n:mul ] tri\n	The naming of this originally derives from the Factor programming language.\n	bi bi* bi@ tri* tri@\n
tri*	xyzppp-?	Apply p1 against x, p2 against y, and p3 against z	#1 #2 #3 [ #10 n:mul ] [ #20 n:mul ] [ #30 n:mul ] tri*\n	The naming of this originally derives from the Factor programming language.\n	bi bi* bi@ tri tri@\n
tri@	xyzp-?	Apply p against x, then against y, and finally against z	#1 #2 #3 [ #10 n:mul ] tri@\n	The naming of this originally derives from the Factor programming language.\n	bi bi* bi@ tri tri*\n
tuck	xy-yxy	Put a copy of TOS under NOS	#10 #20 tuck\n#3 [ n:put sp ] times\n	`tuck` is the same as `swap over`\n	over swap rot push pop dip sip\n
until	p-	Run a quote in a loop repeatedly The loop must return a flag. End loop when flag is not zero	#100 [ dup n:put sp n:dec dup n:zero? ] until\n		I J K forever indexed-times times while\n
use	n-	Load and run a specific block numbered n	#33 use\n	If you are editing a block, `save` it first. The block buffer (`block:buffer`) is reused when loading blocks, so any changes you have made to your current one will be lost if not first saved.\n\nBlocks can not use this to load other blocks.\n	needs using\n
using	nn-	Load and run blocks n1 thru n2	#33 #45 using\n	If you are editing a block, `save` it first. The block buffer (`block:buffer`) is reused when loading blocks, so any changes you have made to your current one will be lost if not first saved.\n\nBlocks can not use this to load other blocks.\n	needs use\n
v:dec	a-	Decrement the value stored at address	'Count var\n\n&Count v:inc\n		v:inc\n
v:inc	a-	Increment the value stored at address	'Count var\n\n&Count v:dec\n		v:dec\n
var	s-	Create a variable with a value of zero	'Count var\n	The initial value is set to zero.\n	var-n\n
var-n	ns-	Create a variable with a value of n	#500 'Count var-n\n	This is like `var`, but sets the initial value. This is cleaner to read than doing something like:\n\n'foo var  #5 !foo\n	var\n
while	p-	Run a quote in a loop repeatedly The loop must return a flag. End loop when flag is zero	(display_100_to_1)\n#100 [ dup n:put sp n:dec dup n:-zero? ] while drop\n		I J K forever indexed-times times until\n
xor	nn-n	Perform a bitwise XOR	#1 #2 eq? #1 #2 lt? xor [ 'a_condition_met s:put nl ] if\n		and or not\n
